Facility,Destination City,Supplier,Base + FSC
"CHICAGO, IL - CSX (J470)","WRIGHTSTOWN, WI",Big Blue Boxes,1102.2
"CHICAGO, IL - CSX (J470)","WRIGHTSTOWN, WI",Cargomatic,1135.2
"CHICAGO, IL - CSX (J470)","WRIGHTSTOWN, WI","UNITED INTERMODAL CARRIERS, INC.",1240.8
"CHICAGO, IL - CSX (J470)","WRIGHTSTOWN, WI",P.B INDUSTRIES,1359.6
"CHICAGO, IL - CSX (J470)","WRIGHTSTOWN, WI",MUSEFUL TRUCKING CO.,1366.2
"CHICAGO, IL - CSX (J470)","WRIGHTSTOWN, WI",GDX INC - CHICAGO,1452
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",ContainerPort Group,415.8
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",UNIX INTERMODAL INC,442.2
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",Gulf Winds,514.8
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",Cargomatic,528
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",P.B INDUSTRIES,541.2
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",Big Blue Boxes,574.2
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",TCL Land Transportation,594
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",GDX INC - CHICAGO,627
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",All Points Transport,653.4
"CHICAGO, IL - CSX (J470)","KENOSHA, WI","UNITED INTERMODAL CARRIERS, INC.",673.2
"CHICAGO, IL - CSX (J470)","KENOSHA, WI",MUSEFUL TRUCKING CO.,706.2
"CHICAGO, IL - CSX (J470)","KENOSHA, WI","RUSH INTERMODAL, INC.",759
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",ContainerPort Group,291.72
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",UNIX INTERMODAL INC,310.2
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",Cargomatic,316.8
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",NFI Industries,323.4
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",MUSEFUL TRUCKING CO.,349.8
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",All Points Transport,363
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",Gulf Winds,363
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",TCL Land Transportation,363
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",GDX INC - CHICAGO,396
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","CHICAGO HEIGHTS, IL",Big Blue Boxes,455.4
"CHICAGO, IL - CSX (J470)","LANSING,MI.",UNIX INTERMODAL INC,949.08
"CHICAGO, IL - CSX (J470)","LANSING,MI.","UNITED INTERMODAL CARRIERS, INC.",1009.8
"CHICAGO, IL - CSX (J470)","LANSING,MI.",Gulf Winds,1036.2
"CHICAGO, IL - CSX (J470)","LANSING,MI.","RUSH INTERMODAL, INC.",1062.6
"CHICAGO, IL - CSX (J470)","LANSING,MI.",TCL Land Transportation,1069.2
"CHICAGO, IL - CSX (J470)","LANSING,MI.",ContainerPort Group,1111.44
"CHICAGO, IL - CSX (J470)","LANSING,MI.",All Points Transport,1122
"CHICAGO, IL - CSX (J470)","LANSING,MI.",Cargomatic,1174.8
"CHICAGO, IL - CSX (J470)","LANSING,MI.",MUSEFUL TRUCKING CO.,1221
"CHICAGO, IL - CSX (J470)","LANSING,MI.",GDX INC - CHICAGO,1254
"CHICAGO, IL - CSX (J470)","LANSING,MI.",Big Blue Boxes,1320
"CHICAGO, IL - CSX (J470)","LANSING,MI.",P.B INDUSTRIES,1339.8
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",ContainerPort Group,347.16
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",Cargomatic,369.6
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",UNIX INTERMODAL INC,369.6
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",P.B INDUSTRIES,382.8
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",NFI Industries,389.4
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",All Points Transport,429
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",TCL Land Transportation,429
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",Gulf Winds,442.2
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",MUSEFUL TRUCKING CO.,462
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL","UNITED INTERMODAL CARRIERS, INC.",462
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",Big Blue Boxes,508.2
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL","RUSH INTERMODAL, INC.",521.4
"CHICAGO, IL - CSX (J470)","LAKE ZURICH, IL",GDX INC - CHICAGO,528
"CHICAGO, IL - CSX (J470)","ALBION, IN",UNIX INTERMODAL INC,707.52
"CHICAGO, IL - CSX (J470)","ALBION, IN",All Points Transport,726
"CHICAGO, IL - CSX (J470)","ALBION, IN","RUSH INTERMODAL, INC.",745.8
"CHICAGO, IL - CSX (J470)","ALBION, IN",TCL Land Transportation,759
"CHICAGO, IL - CSX (J470)","ALBION, IN",Gulf Winds,765.6
"CHICAGO, IL - CSX (J470)","ALBION, IN",NFI Industries,765.6
"CHICAGO, IL - CSX (J470)","ALBION, IN",ContainerPort Group,810.48
"CHICAGO, IL - CSX (J470)","ALBION, IN",Cargomatic,844.8
"CHICAGO, IL - CSX (J470)","ALBION, IN",Big Blue Boxes,851.4
"CHICAGO, IL - CSX (J470)","ALBION, IN",GDX INC - CHICAGO,871.2
"CHICAGO, IL - CSX (J470)","ALBION, IN",MUSEFUL TRUCKING CO.,897.6
"CHICAGO, IL - CSX (J470)","ALBION, IN",P.B INDUSTRIES,910.8
"CHICAGO, IL - CSX (J470)","ALBION, IN","UNITED INTERMODAL CARRIERS, INC.",963.6
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",UNIX INTERMODAL INC,319.44
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",ContainerPort Group,328.68
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",Cargomatic,343.2
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",All Points Transport,349.8
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",MUSEFUL TRUCKING CO.,356.4
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",NFI Industries,356.4
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",TCL Land Transportation,363
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",Gulf Winds,376.2
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",GDX INC - CHICAGO,382.8
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL",Big Blue Boxes,396
"CHICAGO, IL - CSX (J470)","BOLINGBROOK, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",Cargomatic,712.8
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",UNIX INTERMODAL INC,724.68
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",ContainerPort Group,731.28
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",All Points Transport,759
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI","RUSH INTERMODAL, INC.",759
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",TCL Land Transportation,759
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",Gulf Winds,798.6
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",GDX INC - CHICAGO,831.6
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",NFI Industries,851.4
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",MUSEFUL TRUCKING CO.,904.2
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",Big Blue Boxes,917.4
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI",P.B INDUSTRIES,917.4
"CHICAGO, IL - CSX (J470)","KALAMAZOO, MI","UNITED INTERMODAL CARRIERS, INC.",963.6
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",UNIX INTERMODAL INC,335.28
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",TCL Land Transportation,363
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",NFI Industries,369.6
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",ContainerPort Group,378.84
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",All Points Transport,382.8
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",Cargomatic,382.8
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",P.B INDUSTRIES,382.8
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",MUSEFUL TRUCKING CO.,396
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",GDX INC - CHICAGO,422.4
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",Gulf Winds,422.4
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","CHANNAHON, IL",Big Blue Boxes,455.4
"CHICAGO, IL - CSX (J470)","WYOMING, MI",UNIX INTERMODAL INC,782.43
"CHICAGO, IL - CSX (J470)","WYOMING, MI",Cargomatic,858
"CHICAGO, IL - CSX (J470)","WYOMING, MI",TCL Land Transportation,858
"CHICAGO, IL - CSX (J470)","WYOMING, MI",Gulf Winds,864.6
"CHICAGO, IL - CSX (J470)","WYOMING, MI","RUSH INTERMODAL, INC.",871.2
"CHICAGO, IL - CSX (J470)","WYOMING, MI",All Points Transport,877.8
"CHICAGO, IL - CSX (J470)","WYOMING, MI",GDX INC - CHICAGO,908.16
"CHICAGO, IL - CSX (J470)","WYOMING, MI",ContainerPort Group,910.8
"CHICAGO, IL - CSX (J470)","WYOMING, MI","UNITED INTERMODAL CARRIERS, INC.",910.8
"CHICAGO, IL - CSX (J470)","WYOMING, MI",MUSEFUL TRUCKING CO.,1023
"CHICAGO, IL - CSX (J470)","WYOMING, MI",P.B INDUSTRIES,1089
"CHICAGO, IL - CSX (J470)","WYOMING, MI",Big Blue Boxes,1168.2
"CHICAGO, IL - CSX (J470)","GURNEE, IL",UNIX INTERMODAL INC,355.08
"CHICAGO, IL - CSX (J470)","GURNEE, IL",NFI Industries,356.4
"CHICAGO, IL - CSX (J470)","GURNEE, IL",ContainerPort Group,384.12
"CHICAGO, IL - CSX (J470)","GURNEE, IL",Cargomatic,422.4
"CHICAGO, IL - CSX (J470)","GURNEE, IL",Gulf Winds,422.4
"CHICAGO, IL - CSX (J470)","GURNEE, IL",P.B INDUSTRIES,422.4
"CHICAGO, IL - CSX (J470)","GURNEE, IL",TCL Land Transportation,429
"CHICAGO, IL - CSX (J470)","GURNEE, IL",All Points Transport,442.2
"CHICAGO, IL - CSX (J470)","GURNEE, IL",Big Blue Boxes,455.4
"CHICAGO, IL - CSX (J470)","GURNEE, IL","UNITED INTERMODAL CARRIERS, INC.",488.4
"CHICAGO, IL - CSX (J470)","GURNEE, IL","RUSH INTERMODAL, INC.",495
"CHICAGO, IL - CSX (J470)","GURNEE, IL",GDX INC - CHICAGO,528
"CHICAGO, IL - CSX (J470)","GURNEE, IL",MUSEFUL TRUCKING CO.,574.2
"CHICAGO, IL - CSX (J470)",LANCASTER WI,UNIX INTERMODAL INC,988.68
"CHICAGO, IL - CSX (J470)",LANCASTER WI,"RUSH INTERMODAL, INC.",990
"CHICAGO, IL - CSX (J470)",LANCASTER WI,"UNITED INTERMODAL CARRIERS, INC.",1016.4
"CHICAGO, IL - CSX (J470)",LANCASTER WI,TCL Land Transportation,1056
"CHICAGO, IL - CSX (J470)",LANCASTER WI,All Points Transport,1073.16
"CHICAGO, IL - CSX (J470)",LANCASTER WI,ContainerPort Group,1086.36
"CHICAGO, IL - CSX (J470)",LANCASTER WI,Gulf Winds,1115.4
"CHICAGO, IL - CSX (J470)",LANCASTER WI,Cargomatic,1148.4
"CHICAGO, IL - CSX (J470)",LANCASTER WI,Big Blue Boxes,1181.4
"CHICAGO, IL - CSX (J470)",LANCASTER WI,MUSEFUL TRUCKING CO.,1300.2
"CHICAGO, IL - CSX (J470)",LANCASTER WI,P.B INDUSTRIES,1313.4
"CHICAGO, IL - CSX (J470)",LANCASTER WI,GDX INC - CHICAGO,1518
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",UNIX INTERMODAL INC,1384.68
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA","UNITED INTERMODAL CARRIERS, INC.",1386
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",Cargomatic,1412.4
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",ContainerPort Group,1417.68
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA","RUSH INTERMODAL, INC.",1445.4
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",All Points Transport,1452
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",Gulf Winds,1478.4
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",TCL Land Transportation,1504.8
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",Big Blue Boxes,1537.8
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",GDX INC - CHICAGO,1642.08
"CHICAGO, IL - CSX (J470)","WATERLOO, IA, USA",P.B INDUSTRIES,2046
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",ContainerPort Group,291.72
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",UNIX INTERMODAL INC,310.2
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",Cargomatic,330
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",NFI Industries,330
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",All Points Transport,363
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",Gulf Winds,389.4
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",GDX INC - CHICAGO,396
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",TCL Land Transportation,396
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",MUSEFUL TRUCKING CO.,435.6
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL",Big Blue Boxes,455.4
"CHICAGO, IL - CSX (J470)","GLENDALE HEIGHTS, IL","RUSH INTERMODAL, INC.",462
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",UNIX INTERMODAL INC,262.68
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",TCL Land Transportation,363
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",All Points Transport,396
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",ContainerPort Group,415.8
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",P.B INDUSTRIES,422.4
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",MUSEFUL TRUCKING CO.,429
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",NFI Industries,435.6
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",GDX INC - CHICAGO,448.8
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",Gulf Winds,448.8
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",Cargomatic,488.4
"CHICAGO, IL - CSX (J470)","WILMINGTON, IL",Big Blue Boxes,508.2
"CHICAGO, IL - CSX (J470)","ADDISON, IL",ContainerPort Group,291.72
"CHICAGO, IL - CSX (J470)","ADDISON, IL",UNIX INTERMODAL INC,310.2
"CHICAGO, IL - CSX (J470)","ADDISON, IL",Cargomatic,330
"CHICAGO, IL - CSX (J470)","ADDISON, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","ADDISON, IL",NFI Industries,356.4
"CHICAGO, IL - CSX (J470)","ADDISON, IL",Gulf Winds,363
"CHICAGO, IL - CSX (J470)","ADDISON, IL",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","ADDISON, IL",All Points Transport,389.4
"CHICAGO, IL - CSX (J470)","ADDISON, IL",GDX INC - CHICAGO,396
"CHICAGO, IL - CSX (J470)","ADDISON, IL",TCL Land Transportation,396
"CHICAGO, IL - CSX (J470)","ADDISON, IL",MUSEFUL TRUCKING CO.,429
"CHICAGO, IL - CSX (J470)","ADDISON, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","ADDISON, IL",Big Blue Boxes,442.2
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",ContainerPort Group,365.64
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",UNIX INTERMODAL INC,388.08
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",P.B INDUSTRIES,422.4
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",TCL Land Transportation,429
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",Big Blue Boxes,455.4
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",All Points Transport,462
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",Cargomatic,462
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL","RUSH INTERMODAL, INC.",462
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",Gulf Winds,475.2
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL","UNITED INTERMODAL CARRIERS, INC.",488.4
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",GDX INC - CHICAGO,501.6
"CHICAGO, IL - CSX (J470)","GRAYSLAKE, IL",MUSEFUL TRUCKING CO.,521.4
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",UNIX INTERMODAL INC,869.88
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",NFI Industries,871.2
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA","RUSH INTERMODAL, INC.",871.2
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",All Points Transport,891
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",TCL Land Transportation,924
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",Cargomatic,937.2
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",Gulf Winds,950.4
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA","UNITED INTERMODAL CARRIERS, INC.",1003.2
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",ContainerPort Group,1008.48
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",GDX INC - CHICAGO,1042.8
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",MUSEFUL TRUCKING CO.,1075.8
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",P.B INDUSTRIES,1089
"CHICAGO, IL - CSX (J470)","FALL RIVER, WI,USA",Big Blue Boxes,1168.2
"CHICAGO, IL - CSX (J470)","MORRIS, IL",UNIX INTERMODAL INC,361.68
"CHICAGO, IL - CSX (J470)","MORRIS, IL",TCL Land Transportation,363
"CHICAGO, IL - CSX (J470)","MORRIS, IL","UNITED INTERMODAL CARRIERS, INC.",396
"CHICAGO, IL - CSX (J470)","MORRIS, IL",Cargomatic,409.2
"CHICAGO, IL - CSX (J470)","MORRIS, IL",ContainerPort Group,415.8
"CHICAGO, IL - CSX (J470)","MORRIS, IL",NFI Industries,415.8
"CHICAGO, IL - CSX (J470)","MORRIS, IL",MUSEFUL TRUCKING CO.,422.4
"CHICAGO, IL - CSX (J470)","MORRIS, IL",P.B INDUSTRIES,422.4
"CHICAGO, IL - CSX (J470)","MORRIS, IL",All Points Transport,429
"CHICAGO, IL - CSX (J470)","MORRIS, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","MORRIS, IL",Gulf Winds,448.8
"CHICAGO, IL - CSX (J470)","MORRIS, IL",GDX INC - CHICAGO,475.2
"CHICAGO, IL - CSX (J470)","MORRIS, IL",Big Blue Boxes,508.2
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",Cargomatic,475.2
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",UNIX INTERMODAL INC,506.88
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",NFI Industries,528
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",ContainerPort Group,554.4
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",Gulf Winds,561
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",All Points Transport,594
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",P.B INDUSTRIES,600.6
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN","UNITED INTERMODAL CARRIERS, INC.",607.2
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",TCL Land Transportation,660
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",MUSEFUL TRUCKING CO.,666.6
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN","RUSH INTERMODAL, INC.",693
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",GDX INC - CHICAGO,712.8
"CHICAGO, IL - CSX (J470)","SOUTH BEND, IN",Big Blue Boxes,785.4
"CHICAGO, IL - CSX (J470)",APPLETON WI,ContainerPort Group,910.8
"CHICAGO, IL - CSX (J470)",APPLETON WI,All Points Transport,924
"CHICAGO, IL - CSX (J470)",APPLETON WI,UNIX INTERMODAL INC,970.2
"CHICAGO, IL - CSX (J470)",APPLETON WI,TCL Land Transportation,983.4
"CHICAGO, IL - CSX (J470)",APPLETON WI,Cargomatic,990
"CHICAGO, IL - CSX (J470)",APPLETON WI,Gulf Winds,1003.2
"CHICAGO, IL - CSX (J470)",APPLETON WI,NFI Industries,1009.8
"CHICAGO, IL - CSX (J470)",APPLETON WI,"RUSH INTERMODAL, INC.",1009.8
"CHICAGO, IL - CSX (J470)",APPLETON WI,"UNITED INTERMODAL CARRIERS, INC.",1095.6
"CHICAGO, IL - CSX (J470)",APPLETON WI,Big Blue Boxes,1102.2
"CHICAGO, IL - CSX (J470)",APPLETON WI,GDX INC - CHICAGO,1188
"CHICAGO, IL - CSX (J470)",APPLETON WI,P.B INDUSTRIES,1267.2
"CHICAGO, IL - CSX (J470)",APPLETON WI,MUSEFUL TRUCKING CO.,1300.2
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",UNIX INTERMODAL INC,319.44
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",ContainerPort Group,328.68
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",NFI Industries,356.4
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",P.B INDUSTRIES,363
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",TCL Land Transportation,363
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",All Points Transport,369.6
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",Cargomatic,369.6
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",GDX INC - CHICAGO,382.8
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",Gulf Winds,389.4
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",MUSEFUL TRUCKING CO.,389.4
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - CSX (J470)","LOCKPORT, IL,USA",Big Blue Boxes,455.4
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",UNIX INTERMODAL INC,381.48
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA","UNITED INTERMODAL CARRIERS, INC.",382.8
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",ContainerPort Group,398.64
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",NFI Industries,409.2
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",MUSEFUL TRUCKING CO.,415.8
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",P.B INDUSTRIES,422.4
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",Gulf Winds,448.8
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",All Points Transport,462
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",Cargomatic,462
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",GDX INC - CHICAGO,475.2
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",TCL Land Transportation,528
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA",Big Blue Boxes,561
"CHICAGO, IL - CSX (J470)","KANKAKEE, IL, USA","RUSH INTERMODAL, INC.",561
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",UNIX INTERMODAL INC,1094.28
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",TCL Land Transportation,1095.6
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA","UNITED INTERMODAL CARRIERS, INC.",1095.6
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA","RUSH INTERMODAL, INC.",1122
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",All Points Transport,1155
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",Gulf Winds,1181.4
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",ContainerPort Group,1186.68
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",Big Blue Boxes,1247.4
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",Cargomatic,1254
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",MUSEFUL TRUCKING CO.,1320
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",P.B INDUSTRIES,1419
"CHICAGO, IL - CSX (J470)","MANCHESTER, IA",GDX INC - CHICAGO,1671.12
"CHICAGO, IL - CSX (J470)","NORMAL, IL",UNIX INTERMODAL INC,526.68
"CHICAGO, IL - CSX (J470)","NORMAL, IL","UNITED INTERMODAL CARRIERS, INC.",541.2
"CHICAGO, IL - CSX (J470)","NORMAL, IL","RUSH INTERMODAL, INC.",594
"CHICAGO, IL - CSX (J470)","NORMAL, IL",Cargomatic,673.2
"CHICAGO, IL - CSX (J470)","NORMAL, IL",Gulf Winds,673.2
"CHICAGO, IL - CSX (J470)","NORMAL, IL",ContainerPort Group,679.8
